time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
306,095000;0,5378;-0,4698;-0,8009;1,073
306,115000;0,1565;-0,2077;-0,5288;0,589
306,138000;-0,0931;-0,1755;-0,1343;0,240
306,157000;0,2122;-0,4564;0,1662;0,530
306,176000;0,1793;-0,5024;0,2162;0,576
306,195000;-0,0946;-0,1315;0,3049;0,345
306,219000;0,1375;-0,2584;0,2711;0,399
306,238000;0,1848;-0,4074;0,2022;0,491
306,259000;-0,1612;-0,2510;0,1244;0,323
306,278000;-0,1499;-0,2435;0,0639;0,293
306,299000;0,5717;-0,5055;-0,0464;0,765
306,318000;0,2548;-0,3746;-0,2877;0,537
306,338000;-0,0854;-0,1634;-0,1688;0,250
306,359000;0,2579;-0,2696;0,1125;0,390
306,379000;0,5124;-0,4397;0,1642;0,695
306,400000;0,0641;-0,3132;0,1177;0,341
306,420000;-0,0930;-0,3370;0,1886;0,397
306,438000;0,2352;-0,3903;0,0437;0,458
306,459000;0,3017;-0,2829;-0,1715;0,448
306,480000;0,0609;-0,1778;0,0668;0,199
306,501000;-0,3185;-0,2512;0,2733;0,489
306,525000;0,0008;-0,5355;0,4686;0,712
306,542000;0,0628;-0,3344;0,1160;0,359
306,559000;0,1709;-0,2620;0,0013;0,313
306,579000;0,2016;-0,4036;0,1687;0,482
306,600000;0,0772;-0,3184;0,2092;0,389
306,625000;0,1298;-0,3196;0,0520;0,349
306,640000;0,0589;-0,3637;0,0897;0,379
306,661000;0,0326;-0,3973;0,2576;0,475
306,680000;0,1245;-0,3282;0,1791;0,394
306,701000;0,1599;-0,3474;0,0186;0,383
306,719000;0,0302;-0,3315;-0,0127;0,333
306,741000;0,0012;-0,3133;0,1412;0,344
306,761000;0,0135;-0,3165;0,2482;0,402
306,781000;-0,0252;-0,2775;0,5184;0,589
306,800000;0,3358;-0,5556;0,5892;0,877
306,823000;-0,0021;-0,2934;-0,0761;0,303
306,840000;0,0095;-0,3385;-0,4133;0,534
